,solidity8,wl_ratio,group,sample_number
57,0.46361286303288757,0.07356382767251848,monocots,3.02.1.7
58,0.3929228072807135,0.06339331879945521,monocots,3.02.1.8
59,0.20703465758961823,0.04668851057705404,monocots,3.02.1.9
60,0.5920057783337048,0.25639914724162144,monocots,3.02.2.1
61,0.31221339561440975,0.19779625296218378,monocots,3.02.2.10
62,0.33492740512724384,0.2409822375426257,monocots,3.02.2.11
63,0.5504027347389285,0.3343114463745916,monocots,3.02.2.12
64,0.23405699128370677,0.1755458573106909,monocots,3.02.2.13
65,0.3597993086636886,0.2826498311253083,monocots,3.02.2.14
66,0.17856422799965796,0.17765831465947154,monocots,3.02.2.15
67,0.42404048210356626,0.12370035921506432,monocots,3.02.2.16
68,0.5567191115677631,0.283821796488069,monocots,3.02.2.17
69,0.4884531379623151,0.20970108428141582,monocots,3.02.2.18
70,0.6819918359605487,0.5315135272997765,monocots,3.02.2.19
71,0.1856056497771139,0.18109456996563233,monocots,3.02.2.2
72,0.46571560606364637,0.23791770310459778,monocots,3.02.2.20
73,0.5826370337462129,0.389826179713865,monocots,3.02.2.21
74,0.41891125709001065,0.18785858987145926,monocots,3.02.2.22
75,0.29021586792305126,0.2056818815813469,monocots,3.02.2.23
76,0.6721717885569489,0.35734364702126425,monocots,3.02.2.24
77,0.330163145213509,0.21247878040035148,monocots,3.02.2.25
78,0.4329001515732071,0.2239128867771078,monocots,3.02.2.26
79,0.3142204969994793,0.18801966979832754,monocots,3.02.2.27
80,0.4186000193709888,0.27340301566133224,monocots,3.02.2.28
81,0.3945896988513107,0.24214999813966784,monocots,3.02.2.29
82,0.47740557256622446,0.25123561665131033,monocots,3.02.2.3
83,0.3203594472976719,0.19715538795427653,monocots,3.02.2.30
84,0.0951461597112585,0.17213497544259015,monocots,3.02.2.4
85,0.262946189407025,0.1375734347853987,monocots,3.02.2.5
86,0.3468131643632438,0.18146513097022474,monocots,3.02.2.6
87,0.5169751810153685,0.272191369058164,monocots,3.02.2.7
88,0.5173684275363799,0.252029282460184,monocots,3.02.2.8
89,0.3546747030741808,0.17211313893929228,monocots,3.02.2.9
90,0.04337307243524864,0.953066604056299,eudicots,3.03.1.1
91,0.10541432370051808,0.8070093494371215,eudicots,3.03.1.10
92,0.057019151625575144,0.6278927173515083,eudicots,3.03.1.11
93,0.0938093061297797,0.802087709990993,eudicots,3.03.1.12
94,0.08550163057694811,0.42670179015972903,eudicots,3.03.1.13
95,0.01715326749000006,0.7674606927636729,eudicots,3.03.1.14
96,0.08702735566995747,0.9724183005989466,eudicots,3.03.1.15
97,0.02140434150646374,0.6931793457668926,eudicots,3.03.1.16
98,0.07613561405858407,0.42799908816065857,eudicots,3.03.1.17
99,0.15876176991985674,0.7564318363395957,eudicots,3.03.1.18
100,0.06410265872087645,0.9231150911797745,eudicots,3.03.1.19
101,0.025173000618592296,0.8889038742020553,eudicots,3.03.1.2
102,0.11273574160160542,0.5940465904184478,eudicots,3.03.1.20
103,0.02850654606468804,0.8403406346548665,eudicots,3.03.1.21
104,0.05800598876082018,0.7149182171139088,eudicots,3.03.1.22
105,0.09036008812679935,0.6634679408817327,eudicots,3.03.1.23
106,0.1351165968206347,0.5524322972907716,eudicots,3.03.1.24
107,0.043792825793663545,0.7567797199211473,eudicots,3.03.1.25
108,0.05977332000283158,0.7133798438081171,eudicots,3.03.1.26
109,0.030909556779251026,0.5508373762241431,eudicots,3.03.1.27
110,0.014657806331865595,0.668159710112541,eudicots,3.03.1.28
111,0.08614209235295062,0.6306032714661233,eudicots,3.03.1.29
112,0.06804200926078548,0.47623540533521636,eudicots,3.03.1.3
113,0.10076379583405883,0.6875791430740802,eudicots,3.03.1.30
114,0.039782524403870125,0.6999302367791594,eudicots,3.03.1.4
115,0.03473810760461427,0.6302865117821791,eudicots,3.03.1.5
116,0.06311691823892725,0.7345143173867641,eudicots,3.03.1.6
117,0.05886821897311245,0.8260272739605755,eudicots,3.03.1.7
118,0.07020327087783507,0.831561311712115,eudicots,3.03.1.8
119,0.13254804817222954,0.8835736092747067,eudicots,3.03.1.9
120,0.6521454129998598,0.8243340820197799,eudicots,3.04.1.1
121,0.7328866940191066,0.632337210509618,eudicots,3.04.1.10
122,0.6350360223063629,0.7847819848042812,eudicots,3.04.1.11
123,0.784799125016404,0.7728939989855905,eudicots,3.04.1.12
124,0.6304919305505848,0.7155080804228982,eudicots,3.04.1.13
125,0.7611001333269974,0.6726094477831438,eudicots,3.04.1.14
126,0.7743688332909717,0.7988599048895463,eudicots,3.04.1.15
127,0.7641842598821948,0.8694921655401582,eudicots,3.04.1.16
128,0.4202030494461982,0.6998336292505396,eudicots,3.04.1.17
129,0.4219695777164166,0.7320114423862196,eudicots,3.04.1.18
130,0.5779668733056753,0.8030856709456247,eudicots,3.04.1.19
131,0.6933869501791643,0.6660279380368301,eudicots,3.04.1.2
132,0.7281296959773444,0.7939256983019758,eudicots,3.04.1.20
133,0.6929481257878638,0.9142929785299808,eudicots,3.04.1.21
134,0.8185565069962552,0.7035301258330449,eudicots,3.04.1.22
135,0.4922160928025003,0.7368408536750327,eudicots,3.04.1.23
136,0.6740574095307227,0.8441435289335625,eudicots,3.04.1.24
137,0.5059886620192311,0.6795485683432513,eudicots,3.04.1.25
138,0.536193998336813,0.6267920527045829,eudicots,3.04.1.26
139,0.3882079334078219,0.8264671710765947,eudicots,3.04.1.27
140,0.5703315050320502,0.59209468672213,eudicots,3.04.1.28
141,0.7031178414130065,0.949529177914956,eudicots,3.04.1.29
142,0.4606182639171102,0.47755977151301615,eudicots,3.04.1.3
143,0.5511017500303291,0.7137619337401356,eudicots,3.04.1.30
144,0.5695316828882648,0.7532845069966373,eudicots,3.04.1.4
145,0.5745234010155745,0.5186706656118265,eudicots,3.04.1.5
146,0.6377140852729204,0.5773251378179558,eudicots,3.04.1.6
147,0.7964491159313686,0.7991973074056539,eudicots,3.04.1.7
148,0.6560703861250714,0.5725859639917125,eudicots,3.04.1.8
149,0.7998465725131203,0.7224015050104953,eudicots,3.04.1.9
150,0.24257015495229148,0.7093091209155726,eudicots,3.04.2.1
151,0.7334438262632923,0.42071994785952505,eudicots,3.04.2.10
152,0.37087254194885205,0.38906710803545835,eudicots,3.04.2.11
153,0.5391986329470593,0.4119845563336671,eudicots,3.04.2.12
154,0.1766123973370961,0.23383717078819138,eudicots,3.04.2.13
155,0.03842961797053676,0.4087966028128215,eudicots,3.04.2.14
156,0.14326534502477023,0.5767904266572601,eudicots,3.04.2.15
157,0.31944683766493137,0.6261514257862819,eudicots,3.04.2.16
158,0.5770888028728108,0.4491013141376124,eudicots,3.04.2.17
159,0.17862200361201144,0.6054862384414169,eudicots,3.04.2.18
160,0.6465172557129986,0.31345059054021135,eudicots,3.04.2.19
161,0.24750559608042763,0.6053483803299247,eudicots,3.04.2.2
162,0.1493386107833556,0.3999630270723132,eudicots,3.04.2.20
163,0.2274215571479084,0.6386374333965035,eudicots,3.04.2.21
164,0.3873757286563388,0.34047468407294945,eudicots,3.04.2.22
165,0.30476607505828557,0.46101544910217723,eudicots,3.04.2.23
166,0.14670215681720158,0.576278991769025,eudicots,3.04.2.24
167,0.17274027290268362,0.5342870247402801,eudicots,3.04.2.25
168,0.1852612374467336,0.6307327361009658,eudicots,3.04.2.26
169,0.035371871135652294,0.3921411040835711,eudicots,3.04.2.27
170,0.1831978058265318,0.24358606051000645,eudicots,3.04.2.28
171,0.3766467038493897,0.7019099588403283,eudicots,3.04.2.29
172,0.3507338644044303,0.6409151277816245,eudicots,3.04.2.3
173,0.26570482121257816,0.6153102537001879,eudicots,3.04.2.30
174,0.3403118210542056,0.5511447597561283,eudicots,3.04.2.4
175,0.22526585445413846,0.5735783598386521,eudicots,3.04.2.5
176,0.480424190906299,0.424822696755021,eudicots,3.04.2.6
177,0.20342247234223887,0.3610724868453556,eudicots,3.04.2.7
178,0.4197980556680508,0.5344217116799033,eudicots,3.04.2.8
179,0.3487917517951807,0.503073938965835,eudicots,3.04.2.9
180,0.549037887509562,0.5282651311140163,eudicots,3.05.1.1
181,0.5326204339972994,0.6199447691018999,eudicots,3.05.1.10
182,0.5379237346890258,0.3636116724275525,eudicots,3.05.1.11
183,0.7325936561848067,0.5308045558953329,eudicots,3.05.1.12
184,0.5736746785275836,0.6434373873841636,eudicots,3.05.1.13
185,0.5564688092035291,0.9727468040241313,eudicots,3.05.1.14
186,0.570280772762095,0.6420944310086701,eudicots,3.05.1.15
187,0.5779796207013344,0.44513536063327586,eudicots,3.05.1.16
188,0.6905071250724213,0.5785071053330484,eudicots,3.05.1.17
189,0.7978212894555952,0.9579550535723612,eudicots,3.05.1.18
190,0.6068269494090048,0.8734394862766114,eudicots,3.05.1.19
191,0.8060747961598062,0.5535674440940704,eudicots,3.05.1.2
192,0.6637805957320082,0.40956952891687337,eudicots,3.05.1.20
193,0.05324832691136291,0.5075567286296904,eudicots,3.05.1.21
194,0.658198859263287,0.7460197132934216,eudicots,3.05.1.22
195,0.3919499444200306,0.522189053036154,eudicots,3.05.1.23
196,0.6882227138517107,0.7507515617566777,eudicots,3.05.1.24
197,0.5386022272583436,0.7076508401065522,eudicots,3.05.1.25
198,0.4420940727387707,0.7139793304739502,eudicots,3.05.1.26
199,0.4345145255099727,0.5757904753622922,eudicots,3.05.1.27
200,0.5134424901908199,0.8038985640739706,eudicots,3.05.1.28
201,0.6168165964370022,0.7203433327024529,eudicots,3.05.1.29
202,0.5448594342435169,0.794946107500388,eudicots,3.05.1.3
203,0.609333291422827,0.40521549842707255,eudicots,3.05.1.30
204,0.5312930648028824,0.9671024518840192,eudicots,3.05.1.4
205,0.3570535688627409,0.4832339880347654,eudicots,3.05.1.5
206,0.3437094908713541,0.5331486271241265,eudicots,3.05.1.6
207,0.5928762739654238,0.3774922904621668,eudicots,3.05.1.7
208,0.6984578857279558,0.563248777165963,eudicots,3.05.1.8
209,0.5253859716823891,0.7762046604225581,eudicots,3.05.1.9
210,0.5100116682837739,0.4581354680848441,eudicots,3.05.2.1
211,0.320027477586335,0.45941737777584113,eudicots,3.05.2.10
212,0.4110056018335845,0.9595378258323599,eudicots,3.05.2.11
213,0.49865120561936016,0.7187184435372381,eudicots,3.05.2.12
214,0.3708319393263253,0.4953147530791043,eudicots,3.05.2.13
215,0.46854114774918604,0.6046637835139869,eudicots,3.05.2.14
216,0.3934897855428875,0.6991532446656405,eudicots,3.05.2.15
217,0.4809997037759927,0.9801335552117831,eudicots,3.05.2.16
218,0.20730165055785985,0.5756137335258431,eudicots,3.05.2.17
219,0.2402271567816574,0.736071372365447,eudicots,3.05.2.18
220,0.20065554805442046,0.6636012313416911,eudicots,3.05.2.19
221,0.48832035738685503,0.5514019193444838,eudicots,3.05.2.2
222,0.44637886328079274,0.8493820769257023,eudicots,3.05.2.20
223,0.6419070363240612,0.4586470919135426,eudicots,3.05.2.21
224,0.3928498367643789,0.8333395058357493,eudicots,3.05.2.22
225,0.3927168510957906,0.7196687912955361,eudicots,3.05.2.23
226,0.29185879001152054,0.6904085824705921,eudicots,3.05.2.24
227,0.4025868165290844,0.6658652757101134,eudicots,3.05.2.25
228,0.3777571531977338,0.7566844576204523,eudicots,3.05.2.26
229,0.42269900069081423,0.746713748529296,eudicots,3.05.2.27
230,0.36214153562151036,0.827057799536364,eudicots,3.05.2.28
231,0.445354842898242,0.8114260319460762,eudicots,3.05.2.29
232,0.25162385914565916,0.39797887582036545,eudicots,3.05.2.3
233,0.3795918777240764,0.750028593711061,eudicots,3.05.2.30
234,0.15270870411812537,0.8046600642714726,eudicots,3.05.2.4
235,0.5092575061355337,0.8169213997197874,eudicots,3.05.2.5
236,0.46152033817439575,0.47216302706300073,eudicots,3.05.2.6
237,0.34823960703325096,0.5645162507626654,eudicots,3.05.2.7
238,0.5149021603939419,0.3689227399082811,eudicots,3.05.2.8
239,0.5094816703681668,0.8577712826293241,eudicots,3.05.2.9
240,0.14025154025972705,0.5638155153700188,eudicots,3.06.1.1
241,0.23580323575241535,0.7041842348339196,eudicots,3.06.1.10
242,0.2362921624367006,0.6254686134235818,eudicots,3.06.1.11
243,0.19097639427864327,0.8693556904661699,eudicots,3.06.1.12
244,0.18247201076929814,0.9353805271988201,eudicots,3.06.1.13
245,0.21903644131057573,0.7506792523447091,eudicots,3.06.1.14
246,0.2426323248037587,0.6556581572944574,eudicots,3.06.1.15
247,0.280786874787715,0.7070991778457978,eudicots,3.06.1.16
248,0.13039524979039774,0.9497637126887927,eudicots,3.06.1.17
249,0.1435297827132705,0.5944537902868456,eudicots,3.06.1.18
250,0.1810830614820848,0.5104870883369396,eudicots,3.06.1.19
251,0.20886315407422595,0.702266542553157,eudicots,3.06.1.2
252,0.22034099847992558,0.7273085895710052,eudicots,3.06.1.20
253,0.1770758558893903,0.6530598830715054,eudicots,3.06.1.21
254,0.2566957001039756,0.8106862036150321,eudicots,3.06.1.22
255,0.3076466583268126,0.7104145141711923,eudicots,3.06.1.23
256,0.2236350241860495,0.6373403872399377,eudicots,3.06.1.24
257,0.2408718355641152,0.6460076119348727,eudicots,3.06.1.25
258,0.13679680847969844,0.5711482196613803,eudicots,3.06.1.26
259,0.10798573113112102,0.8338218134918728,eudicots,3.06.1.27
260,0.1666029263846493,0.593214566944975,eudicots,3.06.1.28
261,0.25033154281270575,0.5734492865846703,eudicots,3.06.1.29
262,0.22601757828696373,0.6876634985343496,eudicots,3.06.1.3
263,0.32174957597248754,0.6950455635758146,eudicots,3.06.1.30
264,0.17153576542401272,0.7953974879892723,eudicots,3.06.1.4
265,0.130188594063056,0.6350787591080128,eudicots,3.06.1.5
266,0.25887692270840656,0.7964148713862026,eudicots,3.06.1.6
267,0.0732642315168922,0.7761171303835778,eudicots,3.06.1.7
268,0.19668103062038844,0.6247865858493467,eudicots,3.06.1.8
269,0.27363419565076574,0.6941737102670039,eudicots,3.06.1.9
270,0.23747568682189987,0.6282454409241489,eudicots,3.06.2.1
271,0.3609746905732722,0.6535884413809503,eudicots,3.06.2.10
272,0.3726674161794062,0.7433917537906359,eudicots,3.06.2.11
273,0.34666482387080433,0.6620501649032788,eudicots,3.06.2.12
274,0.33717654951059434,0.7674467887127853,eudicots,3.06.2.13
275,0.34489173742974055,0.7444309723189176,eudicots,3.06.2.14
276,0.23134484653729068,0.6785846123623339,eudicots,3.06.2.15
277,0.24207429833053584,0.5988182144404882,eudicots,3.06.2.16
278,0.3976215936775675,0.7638336463579531,eudicots,3.06.2.17
279,0.23514068434951496,0.7063238274979698,eudicots,3.06.2.18
280,0.31241425920064,0.5258623180468676,eudicots,3.06.2.19
281,0.26324360039698386,0.7139154734334756,eudicots,3.06.2.2
282,0.348439991088896,0.6617016481740744,eudicots,3.06.2.20
283,0.24802550541430476,0.8802829281298687,eudicots,3.06.2.21
284,0.2897134571087288,0.6394658789822907,eudicots,3.06.2.22
285,0.3239202610370824,0.9427751030935096,eudicots,3.06.2.23
286,0.21137455237530114,0.6283536227179688,eudicots,3.06.2.24
287,0.4921691139899171,0.6555489515869468,eudicots,3.06.2.25
288,0.33543692005438225,0.7225555288501988,eudicots,3.06.2.26
289,0.2975026261678041,0.7667084285252214,eudicots,3.06.2.27
290,0.30762600383477673,0.543604600140844,eudicots,3.06.2.28
291,0.37819588155652967,0.5122544002337224,eudicots,3.06.2.29
292,0.32721132166774286,0.8317668679602985,eudicots,3.06.2.3
293,0.36583539016368205,0.5219111793359804,eudicots,3.06.2.30
294,0.27526596113619634,0.6719953281068918,eudicots,3.06.2.4
295,0.36166337535566045,0.9114171382135077,eudicots,3.06.2.5
296,0.3507151170015119,0.6300470892149171,eudicots,3.06.2.6
297,0.28543061761413974,0.5404277327408015,eudicots,3.06.2.7
298,0.4130196762982073,0.9273290020105786,eudicots,3.06.2.8
299,0.3043036708690101,0.6207762090400462,eudicots,3.06.2.9
300,0.2044415948778039,0.31012053261056066,eudicots,3.07.1.1
301,0.21660619636422382,0.8508704405904293,eudicots,3.07.1.10
302,0.48099437353759855,0.8091780256233434,eudicots,3.07.1.11
303,0.10848581962299049,0.5279758149255876,eudicots,3.07.1.12
304,0.066768528122209,0.3526661525804142,eudicots,3.07.1.13
305,0.3972292294165898,0.5081398569020016,eudicots,3.07.1.14
306,0.02817148158310878,0.481083402290524,eudicots,3.07.1.15
307,0.5531431251669661,0.7445983722525947,eudicots,3.07.1.16
308,0.24628477066034915,0.5131293463967417,eudicots,3.07.1.17
309,0.4968376033825494,0.6985588541216712,eudicots,3.07.1.18
310,0.19844491561264993,0.5260587800875601,eudicots,3.07.1.19
311,0.3166952015182701,0.6554763865034052,eudicots,3.07.1.2
312,0.027130791047893607,0.7182477311952826,eudicots,3.07.1.20
313,0.05293105031477919,0.5080005072591556,eudicots,3.07.1.21
314,0.06776710605289381,0.4265443663589893,eudicots,3.07.1.22
315,0.27094315603113234,0.49647656394162676,eudicots,3.07.1.23
316,0.71563461740928,0.798951612508902,eudicots,3.07.1.24
317,0.14310061142705946,0.48421899659398243,eudicots,3.07.1.25
318,0.4250793439712246,0.6941844328216039,eudicots,3.07.1.26
319,0.19808062845587535,0.6482917330251692,eudicots,3.07.1.27
320,0.05671178332311793,0.6823027425764926,eudicots,3.07.1.28
321,0.36258259258852793,0.5938074770701866,eudicots,3.07.1.29
322,0.295276557219378,0.9244296859569338,eudicots,3.07.1.3
323,0.3258391152640436,0.4233799610774977,eudicots,3.07.1.30
324,0.5790968036826762,0.8067475349701033,eudicots,3.07.1.4
325,0.2895836157004835,0.6671466095970807,eudicots,3.07.1.5
326,0.33447184108437505,0.8246877767448242,eudicots,3.07.1.6
327,0.584481911345109,0.7385631580409974,eudicots,3.07.1.7
328,0.41668515808335044,0.706975756230017,eudicots,3.07.1.8
329,0.5427990379110379,0.6559151013092765,eudicots,3.07.1.9
330,0.5203317444136829,0.8158925791295976,eudicots,3.07.2.1
331,0.45198801357535573,0.6237671264728433,eudicots,3.07.2.10
332,0.634722585482691,0.6326881712477092,eudicots,3.07.2.11
333,0.4065769118343075,0.7241985929237644,eudicots,3.07.2.12
334,0.6214964522945554,0.8478346872994441,eudicots,3.07.2.13
335,0.1379415881822754,0.7094257161127989,eudicots,3.07.2.14
336,0.5753209495091454,0.553237569234531,eudicots,3.07.2.15
337,0.5095829115760336,0.6463671501483197,eudicots,3.07.2.16
338,0.7197166498946442,0.8640256140631976,eudicots,3.07.2.17
339,0.5215254594722237,0.45442212021700606,eudicots,3.07.2.18
340,0.3564878833103731,0.5788642129693827,eudicots,3.07.2.19
341,0.2982676329448743,0.5850265539619746,eudicots,3.07.2.2
342,0.4361960606285768,0.4584844118516532,eudicots,3.07.2.20
343,0.453772932795942,0.5128784180452833,eudicots,3.07.2.21
344,0.4664868463070936,0.5571232924153326,eudicots,3.07.2.22
345,0.770953197658547,0.5962470875056569,eudicots,3.07.2.23
346,0.27814427054371965,0.5670095546055,eudicots,3.07.2.24
347,0.35726611968611377,0.6540164465760754,eudicots,3.07.2.25
348,0.6998663235353311,0.7265476011488234,eudicots,3.07.2.26
349,0.5394250247929886,0.7040075100548786,eudicots,3.07.2.27
350,0.4474006890338765,0.5942200228457576,eudicots,3.07.2.28
351,0.2522283375524104,0.5738916694816284,eudicots,3.07.2.29
352,0.5082868956894724,0.5704680489013125,eudicots,3.07.2.3
353,0.48066278489816106,0.8138873038412213,eudicots,3.07.2.30
354,0.22550421639854476,0.655841078779074,eudicots,3.07.2.4
355,0.35480260345757897,0.6801568552973495,eudicots,3.07.2.5
356,0.6983492860408038,0.8996844004453155,eudicots,3.07.2.6
357,0.8101863201524233,0.6457219690715755,eudicots,3.07.2.7
358,0.512105824240418,0.6766356517165398,eudicots,3.07.2.8
359,0.603965807542208,0.9458292008674307,eudicots,3.07.2.9
360,0.4395897399771481,0.7613687080993886,eudicots,3.09.1.1
361,0.405024051685376,0.833870533771404,eudicots,3.09.1.10
362,0.32268407954568046,0.6893376275147776,eudicots,3.09.1.11
363,0.3864954671240924,0.6916681725921897,eudicots,3.09.1.12
364,0.42220887493044856,0.655847787391046,eudicots,3.09.1.13
365,0.3435911447559511,0.825748435647358,eudicots,3.09.1.14
366,0.45448212159074936,0.5347098690500364,eudicots,3.09.1.15
367,0.33251851859981374,0.8600506389786319,eudicots,3.09.1.16
368,0.39754276432622193,0.8403716101178961,eudicots,3.09.1.17
369,0.43904946788758326,0.6079096075927529,eudicots,3.09.1.18
370,0.35507081863215906,0.918826372970503,eudicots,3.09.1.19
371,0.36527722122178735,0.7453180900446302,eudicots,3.09.1.2
372,0.39842162922801716,0.8620623778681137,eudicots,3.09.1.20
373,0.3675106136606365,0.6522491580269575,eudicots,3.09.1.21
374,0.34374652174094317,0.6379742040318951,eudicots,3.09.1.22
375,0.3234292828402468,0.47781110072848076,eudicots,3.09.1.23
376,0.3949468218299626,0.6713238582067248,eudicots,3.09.1.24
377,0.38196848220097496,0.7663384570971936,eudicots,3.09.1.25
378,0.5114843535656585,0.6250700142105866,eudicots,3.09.1.26
379,0.36261106535587734,0.8867020586690756,eudicots,3.09.1.27
380,0.4963397955226017,0.7185251372084012,eudicots,3.09.1.28
381,0.33530607518169686,0.790459321819805,eudicots,3.09.1.29
382,0.7302182878329103,0.7169467072306376,eudicots,3.09.1.3
383,0.2584143257692507,0.7516024477271053,eudicots,3.09.1.30
384,0.4281648413400875,0.5866520718237375,eudicots,3.09.1.4
385,0.3125573250083004,0.77899769853925,eudicots,3.09.1.5
386,0.25435154810445465,0.8835859971763185,eudicots,3.09.1.6
387,0.2392971859685707,0.8186038682738007,eudicots,3.09.1.7
388,0.31713509653681154,0.8831319518250879,eudicots,3.09.1.8
389,0.18511373098721307,0.5844186170119762,eudicots,3.09.1.9
390,0.0031455750553950616,0.5874602362924934,eudicots,3.09.2.1
391,0.045677788273544497,0.7356999917621678,eudicots,3.09.2.10
392,0.024343344270509527,0.8141255154185185,eudicots,3.09.2.11
393,0.006302361272303607,0.5611481134033253,eudicots,3.09.2.12
394,0.014171384977557362,0.7250242253704001,eudicots,3.09.2.13
395,0.009997287898481654,0.5284472016472099,eudicots,3.09.2.14
396,0.09693819091344809,0.792497558735248,eudicots,3.09.2.15
397,0.009200127124614673,0.5947254101935023,eudicots,3.09.2.16
398,0.06679198315052694,0.6682025862087706,eudicots,3.09.2.17
399,0.05111109425610443,0.5565727731274905,eudicots,3.09.2.18
400,0.005711646291629747,0.6912192445495501,eudicots,3.09.2.19
401,0.00434982722173295,0.6434143705990424,eudicots,3.09.2.2
402,0.00859772926497312,0.5802270406013068,eudicots,3.09.2.20
403,0.001288765289647003,0.8877349805361324,eudicots,3.09.2.21
404,0.04621834709805077,0.6124388294276042,eudicots,3.09.2.22
405,0.010084211350405447,0.7637835519051904,eudicots,3.09.2.23
406,0.06470423404128206,0.592168648025719,eudicots,3.09.2.24
407,0.03975253456593262,0.6476297317720978,eudicots,3.09.2.25
408,0.1296999320894581,0.6023428634024806,eudicots,3.09.2.26
409,0.01784430466956113,0.845733378839515,eudicots,3.09.2.27
410,0.007307871000725703,0.7404552690111799,eudicots,3.09.2.28
411,0.007705986731882626,0.5371122525017963,eudicots,3.09.2.29
412,0.0219081386327907,0.8885970588529895,eudicots,3.09.2.3
413,0.07830322975726994,0.8352556251979103,eudicots,3.09.2.30
414,0.009712777444433118,0.5372941400856311,eudicots,3.09.2.4
415,0.05983868413479214,0.520522615666077,eudicots,3.09.2.5
416,0.020173098831070515,0.6803119237432547,eudicots,3.09.2.6
417,0.005235104032567704,0.7555682577463314,eudicots,3.09.2.7
418,0.04251073345665325,0.7959955228017027,eudicots,3.09.2.8
419,0.006486803902291601,0.6578478044503211,eudicots,3.09.2.9
420,0.6987927156257898,0.7975626116870185,eudicots,3.13.1.1
421,0.7477171764645142,0.8644223236824315,eudicots,3.13.1.10
422,0.5340953001603037,0.6388225533674762,eudicots,3.13.1.11
423,0.43853198876906063,0.7790886098636032,eudicots,3.13.1.12
424,0.26503479122555346,0.5998493792352745,eudicots,3.13.1.13
425,0.5748188542025695,0.5999958031268499,eudicots,3.13.1.14
426,0.7417539906358226,0.6232331357523186,eudicots,3.13.1.15
